SN,country,points,price,province,region_1,variety,winery
25133,Argentina,84,12,Other,San Juan,Cabernet Sauvignon,Tussock Jumper
25134,Spain,84,11,Northern Spain,Rioja,Viura,El Coto
25135,US,91,45,California,Russian River Valley,Viognier,Whetstone
25136,US,91,38,Washington,Yakima Valley,Syrah,William Church
25137,US,91,45,Washington,Columbia Valley (WA),Red Blend,Gordon Estate
25138,Austria,91,29,Burgenland,,Red Blend,Hillinger
25139,US,91,35,California,Paso Robles,Cabernet Sauvignon,J. Lohr
25140,Austria,91,48,Wagram-Donauland,,Pinot Noir,Fritsch
25141,France,91,24,Southwest France,Jurançon Sec,Gros and Petit Manseng,Lionel Osmin & Cie
25142,Austria,91,32,Kremstal,,Riesling,Mantlerhof
25143,Austria,91,60,Südsteiermark,,Sauvignon Blanc,Neumeister
25144,US,91,45,California,Paso Robles,Red Blend,ONX
25145,Canada,91,46,British Columbia,Okanagan Valley,Merlot,Painted Rock
25146,US,91,30,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Pamplin
25147,France,91,14,Southwest France,Madiran,Tannat-Cabernet,Château Peyros
25148,US,91,25,Washington,Yakima Valley,Sauvignon Blanc,Avennia
25149,US,91,40,Washington,Red Mountain,Cabernet Sauvignon,Andrew Januik
25150,France,91,35,Loire Valley,Pouilly-Fumé,Sauvignon Blanc,Domaine Masson-Blondelet
25151,US,91,47,California,Anderson Valley,Pinot Noir,Drew
25152,Canada,91,35,British Columbia,Okanagan Valley,Cabernet Franc,Church & State
25153,US,91,70,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Col Solare
25154,US,91,28,California,Santa Barbara County,Syrah,Standing Sun
25155,US,91,50,Washington,Red Mountain,Syrah,Syncline
25156,US,91,35,Washington,Walla Walla Valley (WA),Grenache,Tertulia
25157,US,91,30,Washington,Walla Walla Valley (WA),Syrah,Trust
25158,US,91,85,California,Sonoma Coast,Pinot Noir,Tuck Beckstoffer
25159,Australia,90,109,Western Australia,Margaret River,Bordeaux-style Red Blend,Cullen
25160,South Africa,90,39,Stellenbosch,,Red Blend,Ernie Els
25161,France,90,29,Loire Valley,Sancerre,Sauvignon Blanc,Château de Sancerre
25162,US,90,28,Washington,Columbia Valley (WA),Chardonnay,Gordon Estate
25163,Italy,90,55,Southern Italy,Primitivo di Manduria,Primitivo,Futura 14
25164,Uruguay,89,39,Montevideo,,Tannat,Bouza
25165,US,89,75,California,Stags Leap District,Cabernet Sauvignon,Ilsley
25166,Spain,89,24,Catalonia,Montsant,Red Blend,Josep Grau Viticultor
25167,US,89,48,California,Napa Valley,Cabernet Franc,Lang & Reed
25168,Italy,89,20,Lombardy,Lugana,Turbiana,Le Morette
25169,Germany,89,12,Rheinhessen,,Riesling,Nightstar
25170,Italy,89,23,Lombardy,Lugana,Turbiana,Olivini
25171,US,89,40,Oregon,Dundee Hills,Pinot Noir,Purple Hands
25172,US,89,39,California,Russian River Valley,Pinot Noir,Sonoma-Loeb
25173,US,89,32,California,Paso Robles,Syrah,Still Waters
25174,Italy,89,22,Southern Italy,Fiano di Avellino,Fiano,Villa Matilde
25175,US,89,40,California,Santa Barbara County,Chardonnay,Westerly
25176,Germany,89,11,Rheinhessen,,Riesling,Johann Falkenburg
25177,US,89,35,California,Spring Mountain District,Chardonnay,Keenan
25178,Germany,89,28,Rheingau,,Riesling,Domdechant Werner
25179,Germany,89,20,Mosel,,Riesling,Dr. Fischer
25180,Italy,89,49,Northeastern Italy,Alto Adige,Pinot Nero,Colterenzio
25181,France,89,32,Beaujolais,Morgon,Gamay,Domaine de Leyre-Loup
25182,Australia,89,42,Victoria,Yarra Valley,Chardonnay,Giant Steps
25183,Spain,89,12,Catalonia,Penedès,Xarel-lo,Marqués de Gelida
25184,Chile,89,45,Maule Valley,,Carignan,Meli
25185,Chile,89,24,Maule Valley,,Carignan,Santa Ema
25186,Spain,89,20,Catalonia,Penedès,Cabernet Sauvignon,Pinord
25187,Germany,89,18,Mosel,,Riesling,St. Urbans-Hof
25188,Italy,89,20,Northeastern Italy,Alto Adige,Pinot Nero,Tramin
25189,Germany,89,15,Pfalz,,Pinot Noir,Villa Wolf
25190,Italy,89,18,Northeastern Italy,Alto Adige,Schiava,Weingut Niklas
25191,Italy,89,48,Northeastern Italy,Vigneti delle Dolomiti,Nosiola,Foradori
25192,Italy,89,68,Northeastern Italy,Alto Adige,Pinot Nero,Franz Haas
25193,Italy,89,26,Northeastern Italy,Alto Adige,Pinot Nero,Cantina Produttori San Michele Appiano
25194,France,91,94,Champagne,Champagne,Chardonnay,Jean Milan
25195,US,91,30,California,Sta. Rita Hills,Pinot Noir,Fess Parker
25196,US,91,50,Oregon,Willamette Valley,Pinot Noir,Lange
25197,US,91,80,Oregon,Chehalem Mountains,Pinot Noir,Le Cadeau
25198,France,91,130,Champagne,Champagne,Champagne Blend,Mailly Grand Cru
25199,Portugal,91,25,Moscatel de Setúbal,,Moscatel Roxo,Bacalhôa Wines of Portugal
25200,Portugal,91,45,Port,,Port,Barão de Vilar
25201,France,91,55,Champagne,Champagne,Champagne Blend,A. Margaine
25202,US,91,19,Oregon,Willamette Valley,Pinot Gris,Adelsheim
25203,France,91,116,Champagne,Champagne,Champagne Blend,Boizel
25204,US,91,68,California,Sta. Rita Hills,Chardonnay,Brewer-Clifton
25205,US,91,22,Oregon,Eola-Amity Hills,Pinot Noir,Redhawk
25206,US,91,72,California,Carneros,Pinot Noir,Saintsbury
25207,US,91,20,California,Mendocino County,Sparkling Blend,Scharffenberger
25208,US,91,50,California,Edna Valley,Pinot Noir,Summerland
25209,Italy,91,40,Veneto,Amarone della Valpolicella,Red Blend,Pietro Zardini
25210,US,91,36,California,Sta. Rita Hills,Pinot Noir,Transcendence
25211,Germany,90,50,Mosel,,Riesling,Dr. H. Thanisch (Erben Thanisch)
25212,Germany,90,32,Mosel,,Riesling,Dr. H. Thanisch (Erben Thanisch)
25213,Germany,90,18,Mosel,,Riesling,Dr. Heidemanns-Bergweiler
25214,Germany,90,16,Mosel,,Riesling,Dr. Hermann
25215,Germany,90,42,Mosel,,Riesling,Dr. Loosen
25216,US,90,38,California,Anderson Valley,Pinot Noir,FEL
25217,Spain,90,15,Northern Spain,Rioja,Tempranillo,Finca Hispana
25218,US,90,40,California,Carneros,Chardonnay,Gloria Ferrer
25219,Italy,90,49,Lombardy,Franciacorta,Sparkling Blend,Il Mosnel
25220,Italy,90,50,Northeastern Italy,Trento,Pinot Nero,Maso Martis
25221,Italy,90,60,Veneto,Amarone della Valpolicella Classico,Red Blend,Corte Rugolin
25222,US,90,50,California,Russian River Valley,Pinot Noir,Davis Family
25223,Argentina,90,15,Mendoza Province,Mendoza,Cabernet Sauvignon,Trapiche
25224,Greece,89,25,Santorini,,Assyrtico,Boutari
25225,Spain,89,27,Northern Spain,Rioja,Garnacha,Fernández Gómez
25226,Spain,89,14,Catalonia,Cava,Sparkling Blend,Freixenet
25227,France,89,60,Burgundy,Puligny-Montrachet,Chardonnay,Bouchard Père & Fils
25228,France,89,34,Burgundy,Viré-Clessé,Chardonnay,Bret Brothers
25229,US,89,32,California,Santa Ynez Valley,Rhône-style White Blend,Demetria
25230,US,89,15,Washington,Yakima Valley,Riesling,Airfield Estates
25231,France,89,38,Burgundy,Savigny-lès-Beaune,Pinot Blanc,Alex Gambal
25232,Spain,89,36,Northern Spain,Rioja,Tempranillo,Aticus
25233,Spain,89,15,Northern Spain,Ribera del Duero,Tempranillo,Portia
25234,Italy,89,30,Southern Italy,Aglianico del Vulture,Aglianico,Regio Cantina
25235,US,89,20,Washington,Columbia Valley (WA),Red Blend,Ryan Patrick
25236,US,89,45,California,Santa Lucia Highlands,Pinot Noir,Scratch
25237,US,89,49,California,Sonoma Coast,Pinot Noir,Signaterra Benziger
25238,Turkey,89,39,Thrace,,Red Blend,Suvla
25239,Turkey,89,17,Thrace,,Chardonnay,Suvla
25240,Israel,89,18,Galilee,,Sauvignon Blanc,Tabor
25241,Italy,89,20,Southern Italy,Aglianico del Vulture,Aglianico,Taverna
25242,Italy,89,15,Sicily & Sardinia,Sicilia,Nero d'Avola,Terre di Giurfo
25243,Italy,89,27,Sicily & Sardinia,Sicilia,Nero d'Avola,Valle dell'Acate
25244,Spain,89,14,Galicia,Rías Baixas,Albariño,Viña Cartín
25245,US,89,25,California,Russian River Valley,Pinot Noir,Ousterhout
25246,France,89,59,Rhône Valley,Saint-Joseph,Syrah,Les Vins de Vienne
25247,France,89,60,Burgundy,Pommard,Pinot Noir,Bouchard Père & Fils
25248,US,89,30,California,Monterey,Tannat,Cambiata
25249,Italy,89,21,Southern Italy,Campania,Red Blend,Cantine Astroni
25250,US,89,22,California,Central Coast,White Blend,Clos La Chance
25251,US,89,16,New York,Finger Lakes,Rosé,Damiani
25252,Italy,89,52,Sicily & Sardinia,Etna,Nerello Mascalese,Destro
25253,US,84,22,New York,Seneca Lake,Pinot Noir,Belhurst
25254,Chile,84,11,Limarí Valley,,Muscat,Maray
25255,Chile,84,13,Lolol Valley,,Syrah,François Lurton
25256,Chile,84,11,Rapel Valley,,Red Blend,Concha y Toro
25257,US,84,22,New York,Cayuga Lake,Gewürztraminer,Treleaven
25258,Chile,84,7,Central Valley,,Cabernet Sauvignon,Soleca
25259,US,84,20,California,California,Cabernet Sauvignon,Acronym
25260,France,84,20,Alsace,Crémant d'Alsace,Sparkling Blend,Domaine Allimant-Laugner
25261,France,84,23,Alsace,Alsace,Pinot Gris,Gustave Lorentz
25262,Austria,84,18,Burgenland,,Blaufränkisch,Iby
25263,US,84,30,California,Napa Valley,Chardonnay,Vinterra
25264,US,84,20,California,Paso Robles,G-S-M,Vinum Cellars
25265,US,84,39,California,Paso Robles,Red Blend,Midnight
25266,US,84,11,California,Central Coast,Chardonnay,Robert Mondavi
25267,US,84,26,California,Santa Ynez Valley,Sangiovese,Santa Barbara Winery
25268,US,84,45,California,Napa Valley,Sauvignon Blanc,Patland
25269,France,84,23,Alsace,Alsace,Pinot Gris,Willm
25270,France,84,28,Alsace,Alsace,Pinot Noir,Cave de Kientzheim-Kaysersberg
25271,France,83,13,Alsace,Alsace,White Blend,Cave de Hunawihr
25272,US,83,13,California,Napa Valley,Red Blend,Rhiannon
25273,France,83,19,Provence,Coteaux d'Aix-en-Provence,Red Blend,Commanderie de la Bargemone
25274,Italy,83,13,Central Italy,Rosso Piceno Superiore,Red Blend,De Angelis
25275,Chile,83,11,Rapel Valley,,Cabernet Sauvignon,Emiliana
25276,US,83,15,California,Santa Barbara County,Pinot Noir,10Span
25277,US,83,17,California,Amador County,Zinfandel,Sobon Estate
25278,Chile,83,16,Colchagua Valley,,Carmenère,Apaltagua
25279,US,83,24,New York,Finger Lakes,Riesling,Fulkerson
25280,Chile,83,10,Cachapoal Valley,,Syrah,Château Los Boldos
25281,US,83,20,California,Russian River Valley,Pinot Noir,Pedroncelli
25282,US,88,28,Washington,Yakima Valley,Grenache,McCrea
25283,France,88,13,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend,Michel Lynch
25284,US,88,14,Washington,Yakima Valley,Rosé,OS Winery
25285,Spain,88,17,Galicia,Rías Baixas,Albariño,Paco & Lola
25286,Italy,88,20,Tuscany,Chianti Classico,Red Blend,Piccini
25287,US,88,20,California,Santa Barbara County,Pinot Grigio,Piro Piro Piccolo
25288,Italy,88,50,Tuscany,Chianti Classico,Sangiovese,Rocca di Castagnoli
25289,US,88,38,California,Alexander Valley,Barbera,Seghesio
25290,Austria,88,20,Thermenregion,,Austrian white blend,Gebeshuber
25291,US,88,20,California,Sonoma County,Zinfandel,St. Francis
25292,US,88,30,Washington,Columbia Valley (WA),Syrah,Telaya
25293,Italy,88,25,Tuscany,Chianti Classico,Red Blend,Terrabianca
25294,US,88,35,Washington,Walla Walla Valley (WA),Cabernet Sauvignon,Tranche
25295,US,88,35,California,Napa Valley,Grenache,V. Sattui
25296,US,88,22,Washington,Columbia Valley (WA),Pinot Noir,Voila!
25297,US,88,16,California,Santa Ynez Valley,Chardonnay,Zaca Mesa
25298,US,88,18,California,Santa Ynez Valley,Rosé,Zaca Mesa
25299,Austria,88,13,Burgenland,,Blaufränkisch,Zantho
25300,Italy,88,19,Tuscany,Chianti Classico,Red Blend,Agricoltori del Chianti Geografico
25301,Italy,88,23,Tuscany,Vino Nobile di Montepulciano,Red Blend,Barbanera
25302,US,88,65,Washington,Red Mountain,Cabernet Sauvignon,Barons
25303,Spain,88,21,Northern Spain,Rueda,Verdejo,Blanco Nieva
25304,US,88,50,Washington,Washington,Merlot,Boudreaux Cellars
25305,Italy,88,15,Tuscany,Chianti Classico,Sangiovese,Cafaggio
25306,Italy,88,39,Tuscany,Chianti Classico,Red Blend,Castello di Monastero
25307,Italy,88,30,Tuscany,Chianti Classico,Red Blend,Cennatoio
25308,France,88,12,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend,Château Borie de Noaillan
25309,France,88,25,Bordeaux,Lalande de Pomerol,Bordeaux-style Red Blend,Château des Annereaux
25310,France,88,15,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend,Château la Croix de Roche
25311,France,88,48,Bordeaux,Pomerol,Bordeaux-style Red Blend,Château la Patache
25312,France,89,32,Burgundy,Pouilly-Fuissé,Chardonnay,Manoir du Capucin
25313,Greece,89,16,Mantinia,,Moschofilero,Nasiakos
25314,France,89,60,Burgundy,Pommard,Pinot Noir,Bouchard Père & Fils
25315,US,89,30,California,Monterey,Tannat,Cambiata
25316,Italy,89,21,Southern Italy,Campania,Red Blend,Cantine Astroni
25317,US,89,22,California,Central Coast,White Blend,Clos La Chance
25318,US,89,16,New York,Finger Lakes,Rosé,Damiani
25319,Italy,89,52,Sicily & Sardinia,Etna,Nerello Mascalese,Destro
25320,France,89,70,Rhône Valley,Châteauneuf-du-Pape,Rhône-style White Blend,Domaine du Pegau
25321,Italy,89,20,Southern Italy,Aglianico del Vulture,Aglianico,San Martino
25322,Turkey,89,18,Aegean,,Kalecik Karasi,Sevilen
25323,US,89,30,New York,Finger Lakes,Riesling,Sheldrake Point
25324,Italy,89,35,Sicily & Sardinia,Sicilia,Nero d'Avola,Spadafora
25325,US,89,22,California,Carneros,Chardonnay,Starmont
25326,US,89,28,Washington,Columbia Valley (WA),Merlot,Tamarack Cellars
25327,Italy,89,20,Sicily & Sardinia,Sicilia,White Blend,Tasca d'Almerita
25328,Spain,89,20,Galicia,Rías Baixas,Albariño,Terras de Lantaño
25329,Italy,89,16,Sicily & Sardinia,Vittoria Frappato,Frappato,Terre di Giurfo
25330,US,89,13,California,Sonoma Mountain,Rosé,Wines Gone Wild
25331,US,89,40,Washington,Columbia Valley (WA),Malbec,Woodinville Wine Cellars
25332,US,89,56,California,Santa Ynez Valley,Syrah,Zaca Mesa
25333,Spain,89,24,Spain Other,Spain,Sparkling Blend,Raventós I Blanc
25334,Spain,89,25,Levante,Valencia,Red Blend,Angosto
25335,France,89,28,Burgundy,Santenay,Pinot Noir,Antonin Rodet
25336,US,89,22,New York,New York,Red Blend,Keuka Spring
25337,France,89,33,Rhône Valley,Gigondas,Rhône-style Red Blend,Château du Trignon
25338,France,89,50,Rhône Valley,Châteauneuf-du-Pape,Rhône-style White Blend,Domaine la Mereuille
25339,Spain,89,16,Catalonia,Cava,Sparkling Blend,Juvé y Camps
25340,US,89,20,California,Russian River Valley,Sauvignon Blanc,Longboard
25341,US,87,28,California,Santa Barbara County,Petite Sirah,Santa Barbara Winery
25342,US,87,40,Oregon,Applegate Valley,Cabernet Sauvignon,Schmidt
25343,France,87,59,Champagne,Champagne,Champagne Blend,Tendil & Lombardi
25344,US,87,35,California,Russian River Valley,Chardonnay,Windsor Oaks
25345,US,87,7,California,California,Pinot Grigio,flipflop
25346,US,87,36,Oregon,Eola-Amity Hills,Pinot Noir,Grochau
25347,US,87,55,California,Santa Lucia Highlands,Pinot Noir,Bernardus
25348,Italy,87,17,Northeastern Italy,Alto Adige,Pinot Bianco,Castelfeder
25349,US,87,45,California,California,Red Blend,Cinnabar
25350,Italy,87,48,Northeastern Italy,Alto Adige,Gewürztraminer,Andriano
25351,Portugal,87,13,Douro,,Portuguese Red,Quinta de Porrais
25352,Chile,87,15,Maipo Valley,,Red Blend,Santa Alicia
25353,France,87,13,Southwest France,Côtes du Tarn,Red Blend,Domaine D'en Ségur
25354,US,87,40,California,Paicines,Bordeaux-style Red Blend,Donati
25355,US,87,22,California,Sta. Rita Hills,Chardonnay,Gainey
25356,Portugal,87,14,Alentejano,,Portuguese Red,Herdade das Servas
25357,US,87,18,California,Lodi,Zinfandel,Herman Walters
25358,US,87,35,California,California,Chardonnay,Hoyt Family Vineyards
25359,US,87,60,California,Santa Cruz Mountains,Pinot Noir,Kings Mountain
25360,Italy,87,13,Northeastern Italy,Delle Venezie,Pinot Grigio,Kris
25361,US,87,79,California,Napa Valley,Cabernet Sauvignon,Kukeri
25362,US,87,30,California,Napa Valley,Chardonnay,Laird
25363,Italy,87,9,Northeastern Italy,Vigneti delle Dolomiti,Moscato,Mezzacorona
25364,Italy,87,15,Lombardy,Lugana,Turbiana,Montonale
25365,US,87,17,California,North Coast,Chardonnay,Nine North Wine Company
25366,US,87,27,California,Alexander Valley,Merlot,Pech Merle
25367,US,87,49,California,Paso Robles,Syrah,Cloak & Dagger
25368,France,87,18,Loire Valley,Quincy,Sauvignon Blanc,Domaine de Villalin
25369,France,87,20,Loire Valley,Quincy,Sauvignon Blanc,Domaine Philippe Portier
25370,France,87,22,Loire Valley,Sancerre,Sauvignon Blanc,Domaine Sautereau
25371,France,87,42,Loire Valley,Sancerre,Sauvignon Blanc,Domaine Vincent Pinard
25372,US,87,45,California,Sonoma Valley,Cabernet Sauvignon,Envolve
25373,Italy,87,55,Tuscany,Brunello di Montalcino,Sangiovese,Ferrero
25374,US,87,25,Washington,Washington,Gewürztraminer,Francis Tannahill
25375,US,87,16,California,Monterey,Chardonnay,Maddalena
25376,US,87,20,California,Russian River Valley,Sauvignon Blanc,Merriam
25377,US,87,46,Washington,Columbia Valley (WA),Cabernet Franc,Merry Cellars
25378,Canada,87,20,British Columbia,Okanagan Valley,Chardonnay,Meyer Family Vineyards
25379,US,87,40,Washington,Red Mountain,Syrah,:Nota Bene
25380,Morocco,87,15,Zenata,,White Blend,Ouled Thaleb
25381,Turkey,87,16,Thrace,,Yapincak,Paşaeli
25382,US,87,60,California,Santa Ynez Valley,Cabernet Sauvignon,Pegasus Estate
25383,Italy,87,55,Tuscany,Brunello di Montalcino,Sangiovese,Podere La Vigna
25384,Italy,87,20,Tuscany,Maremma Toscana,Sangiovese,Podere San Cristoforo
25385,Canada,87,21,British Columbia,Okanagan Valley,White Blend,Tinhorn Creek
25386,Canada,87,18,British Columbia,Okanagan Valley,Sauvignon Blanc,Township 7
25387,US,87,20,California,Sonoma County,Chardonnay,Tyler Florence
25388,Spain,87,12,Levante,Valencia,Tempranillo-Shiraz,Vicente Gandia
25389,Spain,87,12,Levante,Valencia,Chardonnay-Sauvignon Blanc,Vicente Gandia
25390,US,87,13,Washington,Columbia Valley (WA),Chardonnay,Waterbrook
25391,US,87,32,California,Sonoma Coast,Pinot Noir,Zepaltas
25392,Italy,87,25,Tuscany,Vino Nobile di Montepulciano,Red Blend,Vecchia Cantina di Montepulciano
25393,Italy,87,35,Tuscany,Brunello di Montalcino,Sangiovese,Albatreti
25394,US,87,22,New York,Finger Lakes,Red Blend,Anthony Road
25395,Argentina,91,30,Mendoza Province,Mendoza,Malbec,Matias Riccitelli
25396,Australia,91,36,Victoria,Mornington Peninsula,Pinot Noir,Moorooduc
25397,Argentina,91,25,Mendoza Province,Mendoza,Malbec,Navarro Correas
25398,US,91,19,Oregon,Willamette Valley,Pinot Gris,Trinity Vineyards
25399,Portugal,91,15,Alentejo,,Portuguese Red,Adega Cooperativa de Borba
25400,US,91,54,Oregon,Willamette Valley,Pinot Noir,Archery Summit
25401,France,91,85,Champagne,Champagne,Chardonnay,Aubry
25402,US,91,38,California,Napa Valley,Sauvignon Blanc,B Cellars
25403,US,91,28,California,Napa Valley,Cabernet Sauvignon,B Side
25404,Italy,91,75,Piedmont,Barolo,Nebbiolo,Bel Colle
25405,US,91,42,Oregon,Eola-Amity Hills,Pinot Noir,Bethel Heights
25406,Israel,91,25,Upper Galilee,,Cabernet Sauvignon,Binyamina
25407,France,91,45,Burgundy,Chablis,Chardonnay,Domaine Chenevières
25408,Portugal,91,23,Alentejano,,Portuguese Red,Herdade do Rocim
25409,US,91,36,California,Santa Clara Valley,Syrah,Jason-Stephens
25410,France,91,38,Burgundy,Chablis,Chardonnay,Louis Max
25411,US,91,85,California,Napa Valley,Cabernet Sauvignon,Michael Mondavi Family Estate
25412,US,91,50,Oregon,Eola-Amity Hills,Pinot Noir,Panther Creek
25413,US,91,60,California,Rutherford,Cabernet Sauvignon,Provenance Vineyards
25414,US,91,85,California,St. Helena,Cabernet Sauvignon,Raymond
25415,US,91,45,California,Sonoma Coast,Pinot Noir,Red Car
25416,US,91,50,California,Santa Maria Valley,Chardonnay,Wedell Cellars
25417,US,91,48,Oregon,Dundee Hills,Pinot Noir,Winderlea
25418,France,91,54,Champagne,Champagne,Chardonnay,A.R. Lenoble 
25419,Portugal,91,42,Alentejo,,Portuguese Red,Adega Cooperativa de Borba
25420,US,91,50,Oregon,Willamette Valley,Sparkling Blend,Argyle
25421,Israel,91,40,Golan Heights,,Cabernet Sauvignon,Bazelet HaGolan
25422,US,91,40,California,Santa Lucia Highlands,Chardonnay,Bernardus
25423,Italy,89,18,Northeastern Italy,Alto Adige,Schiava,Weingut Niklas
25424,Germany,89,18,Mosel,,Riesling,St. Urbans-Hof
25425,Portugal,89,12,Tejo,,Portuguese Red,Wines & Winemakers
25426,Germany,89,13,Rheinhessen,,Riesling,Gustav Adolf Schmitt
25427,Italy,89,20,Northeastern Italy,Alto Adige Valle Isarco,Kerner,Abbazia di Novacella
25428,Italy,89,25,Northeastern Italy,Alto Adige Valle Isarco,Sylvaner,Abbazia di Novacella
25429,US,89,44,California,Sonoma Valley,Zinfandel,Beltane Ranch
25430,Italy,89,26,Northeastern Italy,Alto Adige,Pinot Nero,Cantina Terlano
25431,Italy,89,30,Northeastern Italy,Vigneti delle Dolomiti,Incrocio Manzoni,Foradori
25432,Germany,89,25,Mosel,,Riesling,Hansen-Lauer
25433,Chile,89,55,Colchagua Valley,,Cabernet Franc-Carmenère,Maquis
25434,Italy,89,23,Northeastern Italy,Alto Adige,Pinot Nero,Erste Neue
25435,US,89,24,California,Lodi,Syrah,Fields Family
25436,Chile,89,40,Maipo Valley,,Red Blend,Santa Rita
25437,Italy,89,23,Northeastern Italy,Alto Adige,Schiava,St. Pauls
25438,US,89,45,California,Sonoma Valley,Zinfandel,Rosenblum
25439,Italy,89,17,Northeastern Italy,Alto Adige,Schiava,Peter Zemmer
25440,Germany,89,28,Pfalz,,Red Blend,Pflüger
25441,Portugal,89,15,Lisboa,,Portuguese White,Quinta de Chocapalha
25442,Portugal,89,18,Tejo,,Portuguese Red,Quinta do Casal Monteiro
25443,Portugal,89,23,Douro,,Portuguese Red,Quinta do Vallado
25444,Spain,89,18,Northern Spain,Rioja,Tempranillo,Sancho Barón
25445,Germany,89,50,Nahe,,Spätburgunder,Weingut Weber
25446,US,89,35,California,Sonoma County,Cabernet Sauvignon,Ghost Waltz
25447,US,89,22,Oregon,Rogue Valley,Red Blend,J. Scott Cellars
25448,Italy,89,25,Veneto,Soave Classico,Garganega,Le Battistelle
25449,France,89,18,Loire Valley,Muscadet Sèvre et Maine,Melon,Lieubeau
25450,Italy,89,28,Northeastern Italy,Friuli Isonzo,Pinot Grigio,Lis Neris
25451,Italy,89,28,Northeastern Italy,Friuli Isonzo,Chardonnay,Lis Neris
25452,Italy,89,23,Northeastern Italy,Collio,White Blend,Marco Felluga
25453,US,84,21,California,Alexander Valley,Cabernet Sauvignon,Katherine Goldschmidt
25454,US,84,12,California,California,Pinot Noir,Gravelly Ford
25455,Spain,84,19,Levante,Valencia,Cabernet Sauvignon-Tempranillo,Casa L'Angel
25456,US,84,30,California,Sonoma Coast,Pinot Noir,Corkscrew
25457,France,84,14,Beaujolais,Beaujolais Blanc,Chardonnay,Domaine des Mouilles
25458,France,84,16,Beaujolais,Beaujolais Rosé,Gamay,Domaine Dupeuble Père et Fils
25459,France,84,17,Beaujolais,Beaujolais Blanc,Chardonnay,Domaine Emmanuel Fellot
25460,France,84,12,Beaujolais,Beaujolais Rosé,Rosé,Château de Pizay
25461,Portugal,84,12,Alentejano,,Portuguese Red,Espaço Rural
25462,Portugal,84,11,Tejo,,Portuguese Red,Quinta da Lapa
25463,US,84,46,California,Napa Valley,Chardonnay,Cairdean Estate
25464,US,84,15,Oregon,Willamette Valley,Pinot Noir,Cardwell Hill
25465,Spain,84,12,Levante,Jumilla,Monastrell,Casa Castillo
25466,Portugal,84,12,Tejo,,Portuguese Red,Casal da Coelheira
25467,France,84,12,Beaujolais,Beaujolais,Gamay,Château de Pizay
25468,France,84,13,Beaujolais,Beaujolais Blanc,Chardonnay,Château de Pizay
25469,US,84,28,California,Central Coast,Pinot Grigio,Jewelry Box
25470,Argentina,84,12,Mendoza Province,Mendoza,Cabernet Sauvignon,Mascota
25471,Spain,84,50,Levante,Valencia,Red Blend,Angosto
25472,France,84,17,Beaujolais,Beaujolais-Villages,Rosé,Laurent Gauthier
25473,Spain,84,10,Levante,Utiel-Requena,White Blend,Sierra Norte
25474,France,84,14,Beaujolais,Beaujolais-Villages,Gamay,Domaine du Clos du Fief
25475,US,83,13,California,North Coast,Sauvignon Blanc,Manifesto!
25476,US,83,30,California,North Coast,Sauvignon Blanc,Loft
25477,Spain,83,10,Northern Spain,Rioja,Tempranillo Blend,Palacio del Burgo
25478,US,83,13,California,Central Coast,Cabernet Sauvignon,Acumen
25479,Spain,83,9,Northern Spain,Rioja,Tempranillo,Bodega Classica
25480,Spain,83,13,Northern Spain,Rioja,Viura-Verdejo,Bodegas Valdemar
25481,Argentina,90,28,Mendoza Province,Uco Valley,Red Blend,O. Fournier
25482,France,90,22,Burgundy,Crémant de Bourgogne,Pinot Noir,Bailly-Lapierre
25483,Germany,90,33,Mosel,,Riesling,Dr. Pauly Bergweiler
25484,Germany,90,34,Mosel,,Riesling,Maximin Grünhäuser
25485,Germany,90,20,Mosel,,Riesling,Peter Nicolay
25486,Argentina,90,18,Mendoza Province,Mendoza,Malbec-Cabernet Sauvignon,Vistalba
25487,Germany,90,25,Mosel,,Riesling,Hansen-Lauer
25488,Spain,90,80,Northern Spain,Bierzo,Mencía,Gancedo
25489,US,90,70,California,Sonoma Coast,Pinot Noir,CC Pachyderm
25490,US,90,25,California,San Luis Obispo-Sonoma-Monterey,Pinot Noir,Landmark
25491,France,90,45,Champagne,Champagne,Champagne Blend,Laurent-Perrier
25492,US,90,17,Oregon,Oregon,Pinot Blanc,J. Scott Cellars
25493,France,90,200,Champagne,Champagne,Champagne Blend,Jacquesson et Fils
25494,France,90,61,Champagne,Champagne,Chardonnay,Jean Milan
25495,Italy,90,68,Lombardy,Franciacorta,Chardonnay,Enrico Gatti
25496,US,90,55,California,Sta. Rita Hills,Pinot Noir,Fess Parker
25497,US,90,30,California,Santa Barbara County,Pinot Noir,Rusack
25498,US,90,54,California,Carneros,Pinot Noir,Saintsbury
25499,Portugal,90,30,Port,,Port,Quinta do Noval
25500,US,90,68,California,Sonoma Coast,Pinot Noir,Ram's Gate
25501,US,90,35,Oregon,Eola-Amity Hills,Pinot Noir,Redhawk
25502,Italy,90,30,Veneto,Amarone della Valpolicella Classico,Red Blend,Stefano Accordini
25503,US,90,56,California,Sta. Rita Hills,Pinot Noir,Pali
25504,France,90,38,Champagne,Champagne,Champagne Blend,Piper-Heidsieck
